total_earnings,pct_US,pct_Russia,pct_India,pct_Brazil,pct_SouthKorea,pct_Pakistan,pct_UnitedKingdom,pct_Argentina
6570052022,33.17,2.11,27.27,5.29,4.87,2.39,2.68,2.29
